,Report Author,Source,Short Source,U5 Population ('000s)
852,Ministry of Health of the Republic of Uzbekistan; Groundwork; UNICEF Uzbekistan,"Uzbekistan 2017 Nutrition Survey, Tashkent, Uzbekistan, UNICEF 2019",NNS,3363.002
853,Department of Health [Vanuatu] and Australian Agency for International Development (AusAID).,"Report of the second national nutrition survey 1996. Government of the Republic of Vanuatu, Department of Health and AusAID, 1998 (and additional analysis).",NNS,26.795
854,"Ministry of Health, Government of Vanuatu.","Vanuatu multiple indicator cluster survey 2007 (MICS). Final Report. Port Vila, Vanuatu: Ministry of Health, Government of Vanuatu, 2008 (and additional analysis).",MICS,30.776
855,Vanuatu National Statistics Office (VNSO) and Secretariat of the Pacific Community (SPC).,"Vanuatu demographic and health survey 2013. Port Vila, Vanuatu, 2014.",DHS-Style,37.743
856,Centro de estudios sobre crecimiento y desarrollo de la poblacion venezolana,"Proyecto Venezuela 1987. Caracas: Centro de estudios sobre crecimiento y desarrollo de la poblacion venezolana, 1995 (and additional analysis).",Other,2556.089
857,Oficina SISVAN.,"Resultados de la evalucion antropomÃ©trica del componente menores de 5 anos del Sistema de Vigilancia Alimentaria y Nutricional (SISVAN): Venezuela 1990-1993. Caracas: Instituto Nacional de Nutricion, 1996 (and additional analysis).",Surveillance,2701.037
858,Oficina SISVAN.,"Resultados de la evalucion antropomÃ©trica del componente menores de 5 anos del Sistema de Vigilancia Alimentaria y Nutricional (SISVAN): Venezuela 1990-1993. Caracas: Instituto Nacional de Nutricion, 1996 (and additional analysis).",Surveillance,2743.016
859,Oficina SISVAN.,"Resultados de la evalucion antropomÃ©trica del componente menores de 5 anos del Sistema de Vigilancia Alimentaria y Nutricional (SISVAN): Venezuela 1990-1993. Caracas: Instituto Nacional de Nutricion, 1996 (and additional analysis).",Surveillance,2759.396
860,Oficina SISVAN.,"Resultados de la evalucion antropomÃ©trica del componente menores de 5 anos del Sistema de Vigilancia Alimentaria y Nutricional (SISVAN): Venezuela 1990-1993. Caracas: Instituto Nacional de Nutricion, 1996 (and additional analysis).",Surveillance,2757.565
861,Oficina SISVAN.,"Clasificacion antropometrica nutricional, Venezuela 1994. INN-SISVAN componente menores de 5 anos. Caracas: Instituto Nacional de Nutricion, 1996 (and additional analysis).",Surveillance,2751.484
862,Oficina SISVAN.,"Evaluacion antropometrica nutricional de los menores de cinco anos, para comparacion internacional: Venezuela 1995-1997. Caracas: Instituto Nacional de Nutricion, 1998 (and additional analysis).",Surveillance,2750.904
863,Oficina SISVAN.,"Evaluacion antropometrica nutricional de los menores de cinco anos, para comparacion internacional: Venezuela 1995-1997. Caracas: Instituto Nacional de Nutricion, 1998 (and additional analysis).",Surveillance,2739.739
864,Oficina SISVAN.,"Evaluacion antropometrica nutricional de los menores de cinco anos, para comparacion internacional: Venezuela 1995-1997. Caracas: Instituto Nacional de Nutricion, 1998 (and additional analysis).",Surveillance,2743.856
865,Oficina SISVAN.,"Evaluacion antropometrica nutricional de los menores de cinco aÃ±os, para comparacion internacional. Venezuela 1990-1998. Caracas: Instituto Nacional de Nutricion, 1999 (and additional analysis).",Surveillance,2759.202
866,Oficina SISVAN.,"Evaluacion antropometrica nutricional de los menores de cinco anos, para comparacion internacional. Venezuela 1990-1999. Caracas: Instituto Nacional de Nutricion, 2000 (and additional analysis).",Surveillance,2776.921
867,Oficina SISVAN.,"Evaluacion antropometrica nutricional de los menores de cinco aÃ±os, para comparacion internacional. Venezuela 2000. Caracas: Instituto Nacional de Nutrition, 2001(and additional analysis).",Surveillance,2790.755
868,"Gobierno Bolivariano de Venezuela, Ministerio del Poder Popular para la Salud, Instituto Nacional de NutriciÃ³n (INN).","Ficha tÃ©cnica: EvaluaciÃ³n antropomÃ©trica nutricional en menores de 5 aÃ±os segÃºn criterios internacionales. Caracas, Venezuela: Gobierno Bolivariano de Venezuela, Ministerio del Poder Popular para la Salud, INN, 2012 (and additional analysis).",Surveillance,2810.061
869,"Gobierno Bolivariano de Venezuela, Ministerio del Poder Popular para la Salud, Instituto Nacional de NutriciÃ³n (INN).","Ficha tÃ©cnica: EvaluaciÃ³n antropomÃ©trica nutricional en menores de 5 aÃ±os segÃºn criterios internacionales. Caracas, Venezuela: Gobierno Bolivariano de Venezuela, Ministerio del Poder Popular para la Salud, INN, 2012 (and additional analysis).",Surveillance,2825.779
870,"Gobierno Bolivariano de Venezuela, Ministerio del Poder Popular para la Salud, Instituto Nacional de NutriciÃ³n (INN).","Ficha tÃ©cnica: EvaluaciÃ³n antropomÃ©trica nutricional en menores de 5 aÃ±os segÃºn criterios internacionales. Caracas, Venezuela: Gobierno Bolivariano de Venezuela, Ministerio del Poder Popular para la Salud, INN, 2012 (and additional analysis).",Surveillance,2837.549
871,"Gobierno Bolivariano de Venezuela, Ministerio del Poder Popular para la Salud, Instituto Nacional de NutriciÃ³n (INN).","Ficha tÃ©cnica: EvaluaciÃ³n antropomÃ©trica nutricional en menores de 5 aÃ±os segÃºn criterios internacionales. Caracas, Venezuela: Gobierno Bolivariano de Venezuela, Ministerio del Poder Popular para la Salud, INN, 2012 (and additional analysis).",Surveillance,2847.468
872,"Gobierno Bolivariano de Venezuela, Ministerio del Poder Popular para la Salud, Instituto Nacional de NutriciÃ³n (INN).","Ficha tÃ©cnica: EvaluaciÃ³n antropomÃ©trica nutricional en menores de 5 aÃ±os segÃºn criterios internacionales. Caracas, Venezuela: Gobierno Bolivariano de Venezuela, Ministerio del Poder Popular para la Salud, INN, 2012 (and additional analysis).",Surveillance,2857.294
873,"Gobierno Bolivariano de Venezuela, Ministerio del Poder Popular para la Salud, Instituto Nacional de NutriciÃ³n (INN).","Ficha tÃ©cnica: EvaluaciÃ³n antropomÃ©trica nutricional en menores de 5 aÃ±os segÃºn criterios internacionales. Caracas, Venezuela: Gobierno Bolivariano de Venezuela, Ministerio del Poder Popular para la Salud, INN, 2012 (and additional analysis).",Surveillance,2874.021
874,Instituto Nacional de NutriciÃ³n.,"Sistema de vigilancia alimentaria y nutricional Venezuela 2007. Caracas, Venezuela: Instituto Nacional de NutriciÃ³n, 2009 (y anÃ¡lisis adicional).",Surveillance,2882.754
875,"Gobierno Bolivariano de Venezuela, Ministerio del Poder Popular para la Salud, Instituto Nacional de NutriciÃ³n (INN).","Ficha tÃ©cnica: EvaluaciÃ³n antropomÃ©trica nutricional en menores de 5 aÃ±os segÃºn criterios internacionales. Caracas, Venezuela: Gobierno Bolivariano de Venezuela, Ministerio del Poder Popular para la Salud, INN, 2012 (and additional analysis).",Surveillance,2887.014
876,"Gobierno Bolivariano de Venezuela, Ministerio del Poder Popular para la Salud, Instituto Nacional de NutriciÃ³n (INN).","Ficha tÃ©cnica: EvaluaciÃ³n antropomÃ©trica nutricional en menores de 5 aÃ±os segÃºn criterios internacionales. Caracas, Venezuela: Gobierno Bolivariano de Venezuela, Ministerio del Poder Popular para la Salud, INN, 2012 (and additional analysis).",Surveillance,2891.898
877,Ministry of Health.,"Report on re-analyzed data collected by the General Nutrition Survey 1987-89. Department of Planning. Hanoi, Viet Nam, 1991 (and additional analysis).",Surveillance,8972.775
878,General Statistical Office,"Viet Nam living standards survey 1992-93 (VNLSS). Washington, D.C.: The World Bank, 1998 (and additional analysis).",LSMS,9341.234
879,"Bloem MW, Gorstein J.","Viet Nam: Xerophthalmia free; 1994 national Vitamin A deficiency and protein-energy malnutrition prevalence survey. Consultancy report 5-17 March 1995. National Institute of Nutrition. Hanoi, Viet Nam, 1995 (and additional analysis).",Other,9296.383
880,"Dibley MJ, Khoi HH, Khan NC, Tam NC, Tuyen LD, Do TT, Mai LB.","National protein energy malnutrition survey, Viet Nam 1998. National Institute of Nutrition, Hanoi, Viet Nam and Centre for Clinical Epidemiology & Biostatistics, Newcastle, Australia, 1999 (and additional analysis).",Other,8048.682
881,Tuyen le D.,"Annual national nutrition monitoring. Nutrition Surveillance Department. Hanoi, Vietnam: National Institute of Nutrition, 2009 (and additional analysis).",NNS,7564.743
882,UNICEF Viet Nam.,"Multiple indicator cluster survey Viet Nam, 2000. New York: UNICEF, 2004. Standard tables (and additional analysis).",MICS,7190.756
883,Tuyen le D.,"Annual national nutrition monitoring. Nutrition Surveillance Department. Hanoi, Vietnam: National Institute of Nutrition, 2009 (and additional analysis).",NNS,6498.305
884,Tuyen le D.,"Annual national nutrition monitoring. Nutrition Surveillance Department. Hanoi, Vietnam: National Institute of Nutrition, 2009 (and additional analysis).",NNS,6528.895
885,Tuyen le D.,"Annual national nutrition monitoring. Nutrition Surveillance Department. Hanoi, Vietnam: National Institute of Nutrition, 2009 (and additional analysis).",NNS,6629.731
886,Tuyen le D.,"Annual national nutrition monitoring. Nutrition Surveillance Department. Hanoi, Vietnam: National Institute of Nutrition, 2009 (and additional analysis).",NNS,6697.017
887,Tuyen le D.,"Annual national nutrition monitoring. Nutrition Surveillance Department. Hanoi, Vietnam: National Institute of Nutrition, 2009 (and additional analysis).",NNS,6922.325
888,Tuyen le D.,"Annual national nutrition monitoring. Nutrition Surveillance Department. Hanoi, Vietnam: National Institute of Nutrition, 2009 (and additional analysis).",NNS,7044.379
889,Tuyen le D.,"Annual national nutrition monitoring. Nutrition Surveillance Department. Hanoi, Vietnam: National Institute of Nutrition, 2009 (and additional analysis).",NNS,7089.525
890,"Ministry of Health, National Institute of Nutrition.","General nutrition survey 2009-2010. Hanoi, Viet Nam: Medical Publishing House, 2010.",Other,7210.284
891,"Viet Nam National Institute of Nutrition, UNICEF, Alive & Thrive.",Nutrition surveillance profile 2011,NNS,7343.008
892,General Statistical Office (GSO).,"Viet Nam multiple indicator cluster survey 2011 (MICS), final report. Ha Noi, Viet Nam, 2011 (and additional analysis).",MICS,7210.284
893,"Viet Nam National Institute of Nutrition, UNICEF, Alive & Thrive","Nutrition Surveillance Profiles 2012. Ha Noi, Viet Nam, 2014.",NNS,7433.636
894,"Viet Nam National Institute of Nutrition, UNICEF, Alive & Thrive.","Nutrition surveillance profiles 2013. Hanoi, Viet Nam, 2014.",NNS,7505.594
895,"Viet Nam National Institute of Nutrition, UNICEF, Alive & Thrive.","Nutrition surveillance profiles 2014. Hanoi, Viet Nam, 2016.",NNS,7571.873
896,Viet Nam National Institute of Nutrition,"Nutrition surveillance profiles 2015. Hanoi, Viet Nam, 2017.",NNS,7642.771
897,Viet Nam National Institute of Nutrition,"Viet Nam National Nutrition Surveillance Network, 2016",NNS,7672.773
898,Viet Nam National Institute of Nutrition,"Viet Nam National Nutrition Surveillance Network, 2017",NNS,7743.873
899,Ministry of Health.,"Yemen maternal and child health survey (YDMCHS). PAPCHILD Surveys. Sana, Republic of Yemen, 1992 (and additional analysis).",DHS,2654.203
900,"Republic of Yemen, Ministry of Planning and Development, Central Statistical Organisation.","Yemen multiple indicator cluster survey (March 1996): Final results. Ministry of Planning and Development. Sanaa, Republic of Yemen, 1996 (and additional analysis).",MICS,3104.875
901,Ministry of Planning and Development.,"Yemen demographic and maternal and child health survey 1997. Demographic and Health Surveys. Central Statistical Organization. Sana'a, Yemen, 1998 (and additional analysis).",DHS,3124.124
902,"The Republic of Yemen Ministry of Health & Population, Central Statistical Organization an League of Arab States.","The Yemen family health survey: Principal report. Pan Arab Project for Family Health. Cairo, Egypt: The Republic of Yemen Ministry of Health & Population, Central Statistical Organization an League of Arab States, 2004 (and additional analysis).",PAPFAM,3171.92
903,Central Statistical Organization (CSO) - Ministry of Planning and International Cooperation,Yemen Household Budget Survey 2005-2006,Other,3309.04
904,World Food Programme.,"The state of food security and nutrition in Yemen. Comprehensive food security survey 2011. Sana'a, Republic of Yemen, 2013 (and additional analysis).",CFSVA,3685.836
905,"Ministry of Public Health and Population (MOPHP), Central Statistical Organization (CSO) [Yemen], Pan Arab Program for Family Health (PAPFA M), and ICF International.","Yemen National Health and Demographic Survey 2013. Rockville, Maryland, USA: MOPHP, CSO, PAPFAM, and ICF International, 2014 (and additional analysis)",DHS,3836.334
906,"Gaisie K, Cross AR, Nsemukila G.","Zambia demographic and health survey 1992. Demographic and Health Surveys. Central Statistical Office. Lusaka, Zambia, 1993 (and additional analysis).",DHS,1556.522
907,"Food Security, Health and Nutrition Information System, National Commission for Development Planning, Central Statistics Office.","Zambia's children in 1995: Key results of a survey to monitor progress towards goals for children (MICS2). Lusaka, Zambia: Government of the Republic of the Zambia, 1997 (and additional analysis).",MICS,1657.135
908,Central Statistical Office [Zambia] and Ministry of Health and Macro International Inc.,"Zambia demographic and health survey 1996. Demographic and Health Surveys. Calverton, Maryland: Central Statistical Office and Macro International Inc., 1997 (and additional analysis).",DHS,1703.367
